nodeID;EI_ratio;genePC1;receptor_den;t1t2_ratio;cortical_thickness;x;y;z
0;1.210010111;-0.030371971;0.499999635;1.734933369;3.886453022;-35.222542;-38.429971;-21.574463
1;1.251842661;0.016789151;0.482235876;1.7853812;3.585763372;-36.56829;-54.683807;-17.885848
2;1.261947491;-0.017596178;0.570563991;1.810840327;3.630625255;-27.710723;-44.208237;-14.731203
3;1.220099831;-0.039212354;0.523262775;1.711798134;3.21527396;-28.698398;-36.336251;-14.740993
4;1.38653746;-2.7449E-05;0.491018022;1.859665363;3.331922542;-27.898998;-61.177898;-12.501398
5;1.310946875;0.031963629;0.458413982;1.83235088;3.319484206;-32.509224;-70.987118;-14.171903
6;1.328740172;0.02732615;0.469711838;1.747343252;3.230964399;-40.953139;-70.78031;-12.074942
7;1.534840812;0.018046195;0.502273491;1.851978677;2.976772678;-25.530163;-58.745934;-7.992435
8;1.664564515;0.052945054;0.460269483;1.905316123;2.864964852;-21.761571;-75.962397;-9.166419
9;1.295782715;0.041596055;0.416922605;1.806376454;3.165900084;-36.024924;-81.342358;-13.469804
10;1.012954343;0.010713896;0.325139818;2.030708042;3.173567273;-16.758967;-37.354465;-10.996143
11;1.39559473;0.05865467;0.39935281;1.924673045;2.6411846;-21.026887;-86.430496;-12.368936
12;1.497685359;0.033618281;0.464186552;1.873930746;3.091548476;-22.135271;-49.255067;-7.118304
13;1.140619088;0.049704979;0.262616651;1.844979059;3.011344374;-33.809082;-87.709583;-11.886291
14;1.493801424;0.055475012;0.362185198;1.993899105;2.650161275;-11.857447;-83.80131;-11.564783
15;1.417669447;0.020046725;0.497793545;1.737187867;3.150335944;-42.338466;-74.385177;-5.048548
16;1.547337514;0.073498003;0.373047198;2.025793521;2.674006807;-10.153102;-76.357557;-5.907657
17;1.529710591;0.066892556;0.37979151;2.033518701;2.890428655;-12.504901;-63.786026;-3.36142
18;1.374572864;0.032816272;0.305407494;2.020987199;3.072027268;-14.615402;-51.112143;-6.507004
19;1.081375959;0.065967808;0.206234754;2.03664051;2.334753451;-9.26299;-94.683936;-11.524535
20;1.107688873;-0.042022323;0.231045524;2.162653208;2.685310007;-12.90135;-40.214649;-4.895456
21;1.324383385;0.065542464;0.304506517;1.98321293;2.487077973;-22.85548;-96.002534;-8.812444
22;1.502998833;0.050980757;0.364856871;1.816719875;3.05490705;-38.681569;-86.047684;-2.702071
23;1.347984154;0.070105737;0.331333001;2.096840732;2.336223394;-3.796306;-87.185849;-6.614458
24;1.600762974;0.085573214;0.427148907;2.141408475;2.36690119;-4.008716;-72.608208;1.79681
25;1.681749274;0.06103288;0.374850636;2.172042768;2.482829452;-9.057246;-59.519261;2.904358
26;1.565168516;0.077347764;0.417940698;1.896971461;2.564206578;-28.992898;-91.614479;0.333177
27;1.582326481;-0.018765776;0.419674893;2.012408577;2.728818577;-14.39606;-47.702117;-2.436491
28;1.500509093;0.038983033;0.482696071;1.837584508;2.958574115;-43.704704;-75.78761;5.249951
29;1.528120234;0.077526542;0.399549969;2.0422102;2.105402828;-11.100901;-94.29466;-2.241513
30;1.370735504;-0.010557139;0.165495628;1.714441063;2.55665597;-9.912362;-42.662942;2.108476
31;1.598266592;0.067401544;0.517291855;2.159303143;2.144611051;-9.554849;-70.453732;5.448571
32;1.522534694;0.042727729;0.414969993;1.799436609;2.784783563;-35.405308;-85.100685;4.887709
33;1.589475141;0.059268498;0.484736118;2.019458665;2.250396131;-17.93826;-55.764604;0.800086
34;1.691196018;0.079219008;0.517072293;2.126761092;2.312125945;-8.744267;-81.404357;4.149001
35;1.659270558;0.095591362;0.293264935;2.0494783;2.344790533;-11.288084;-101.210962;1.209149
36;1.643493211;0.081179285;0.380078048;1.97524024;2.337504184;-20.165497;-98.175454;4.478908
37;1.815720749;0.037854269;0.440846033;1.86317914;3.154962394;-16.539478;-51.959175;3.693547
38;1.615653212;0.074614767;0.501025017;2.089971462;2.256734709;-6.347189;-90.37197;3.563093
39;1.538233318;-0.002509953;0.232027471;1.692605332;2.964583498;-8.758193;-46.12546;4.515521
40;1.798305676;0.069054109;0.456338768;2.093444631;2.193356693;-18.886162;-68.530016;5.811099
41;1.720729973;0.071213132;0.44833713;1.896676712;2.632965555;-22.420206;-58.309522;4.858011
42;1.597619969;0.052005234;0.432950322;1.883558757;2.58195162;-26.971093;-91.435064;8.276425
43;1.75115256;0.076692797;0.541196797;2.171720287;2.311301977;-8.370539;-76.764031;11.474612
44;1.688099887;0.026826483;0.556227602;1.921992359;3.129310641;-19.018103;-61.467737;8.35235
45;1.398506317;0.005683251;0.523029244;1.758931827;2.929153803;-43.779756;-71.683422;15.435648
46;1.603390211;0.061301883;0.361720836;2.019384649;2.305544392;-5.535717;-95.987433;10.009254
47;1.619921924;0.070481363;0.343203141;1.971275633;2.457210464;-15.067327;-97.244341;13.151162
48;1.445421266;0.017888216;0.471988186;1.726886987;2.986534548;-37.133845;-82.648378;14.689869
49;1.686208765;0.082099416;0.552376992;2.126473805;2.371294392;-1.98996;-83.2763;12.650162
50;1.710730225;0.019319925;0.560664105;2.089463562;2.570210605;-13.9697;-66.175203;11.317058
51;1.602167913;0.046497979;0.430026018;1.91840778;2.634573791;-24.606859;-90.772072;16.672467
52;1.625875362;0.019513889;0.589578058;2.133538691;2.394504303;-4.877142;-72.252447;18.327711
53;1.763818746;0.069850414;0.480561203;2.011302707;2.439324203;-3.536633;-85.753955;20.212233
54;1.707293415;0.051775435;0.319644692;1.94506409;2.534446345;-8.763878;-91.526969;22.650546
55;1.772629001;0.020811303;0.527509509;1.871072524;2.971842154;-16.930644;-62.504809;19.077198
56;1.847493402;0.056527651;0.501747426;1.987862496;2.534291904;-14.983328;-70.258108;19.345464
57;1.636182274;0.043878588;0.407989457;1.975057982;2.436605005;-17.342119;-88.954165;22.529543
58;1.774329498;0.048154557;0.470259247;1.836625535;2.647942842;-26.635711;-82.179272;19.88939
59;1.768050196;0.032662525;0.498749579;2.00574046;2.488921611;-9.149281;-76.801591;25.025077
60;1.437379277;0.05943197;0.517470382;1.717891392;3.026070275;-31.572511;-82.727938;24.614441
61;1.699888511;0.06383698;0.328834048;1.957544219;2.698113006;-5.723056;-84.915761;31.676678
62;1.576167734;0.06468735;0.316005643;1.938509076;2.62524573;-15.143484;-84.86351;35.737388
63;1.571331493;0.029903732;0.492542104;1.921190207;2.555853925;-22.520858;-80.592052;28.579233
64;1.627263398;0.052870425;0.432392619;1.906684878;2.473235058;-13.647286;-77.311504;34.901123
65;1.412766199;0.02695172;0.417790502;1.84654998;2.633040019;-20.218506;-75.438581;42.172379
66;1.420100265;0.023378213;0.320791989;1.792473934;2.681716573;-14.81532;-74.748758;45.668589
67;1.18121682;-0.03193455;0.575218404;1.914079828;3.428649161;-53.930343;-3.14214;-1.79703
68;1.363750267;0.009933952;0.600944577;2.123677284;3.190237289;-54.157029;-19.011983;5.6417
69;1.343571208;0.007656454;0.582982453;2.076393405;2.852191735;-42.613532;-19.509841;2.531105
70;1.354411898;0.010965149;0.567186531;1.99012791;3.140116359;-57.722206;-27.633658;9.442177
71;1.297724049;-0.012583298;0.684105882;1.783209955;3.571981668;-36.779762;-9.239909;10.679044
72;1.558110215;0.026438799;0.578045597;2.020243267;3.086002288;-36.024665;-22.252909;8.85999
73;1.304826387;0.00304967;0.574207418;1.835067928;3.321714232;-60.333054;-39.582378;10.298593
74;1.662249423;0.035881574;0.493952094;2.179023538;2.955245568;-42.767726;-30.367876;10.031372
75;1.607791845;-0.003481842;0.528540589;1.867483607;3.053312401;-36.133677;-13.765057;16.48173
76;1.575868961;0.045478121;0.530812375;2.027502142;2.761956892;-47.167685;-34.843643;12.552438
77;1.419544992;-0.013159695;0.601883129;1.889320694;3.174540531;-41.355108;-15.422761;18.019939
78;1.882762485;0.027228837;0.464154622;2.002395064;2.923157129;-35.4203;-26.769611;17.820703
79;1.344049472;0.010644094;0.580112026;1.853703853;3.090313642;-54.8313;-38.625143;16.688184
80;1.300857031;-0.000503515;0.616195469;1.854603609;3.420872545;-50.13519;-15.217335;15.314611
81;1.888413929;0.023245634;0.420354025;1.978178274;2.895703792;-40.857435;-35.407005;17.264917
82;1.229676933;-0.000864728;0.559404677;1.887949126;3.228029885;-58.261468;-5.778345;11.955242
83;1.476054302;0.03980851;0.585417257;1.900385143;3.461669769;-44.60202;-24.355307;18.744784
84;1.249183472;0.050191738;0.590464592;1.812410272;3.338605286;-56.010589;-19.426354;19.766838
85;1.344924562;0.042286002;0.646510864;1.846061381;3.383311988;-51.091264;-27.436157;19.609516
86;1.213756469;0.002925892;0.514046457;2.034391471;2.877710627;-57.476402;-3.856423;18.685292
87;1.281960081;0.022692136;0.44954766;1.915813263;3.103133403;-62.977318;-11.17162;20.537253
88;1.241316215;0.047586507;0.502649359;2.097680258;2.110123904;-54.473168;-9.129025;24.574433
89;1.188684846;-0.008871568;0.493353575;2.073325078;3.205973108;-54.929543;-2.495258;29.025007
90;1.182929625;0.022934592;0.424771007;1.969291584;2.793146144;-60.063173;-11.299287;31.431071
91;1.385630812;0.035844761;0.456786968;2.160699651;2.473695497;-46.767119;-10.514294;30.031532
92;1.19355043;0.00742537;0.47083437;2.044406972;3.147771901;-52.20706;-5.282158;39.600308
93;1.241555248;0.024436309;0.498419454;1.870636322;2.70880445;-53.815155;-20.702867;39.145871
94;1.245937411;-0.008557171;0.475004712;2.092043921;1.829206187;-48.807913;-15.459643;37.198422
95;1.361200472;0.039028641;0.467686033;2.202476835;2.881992259;-43.50018;-13.716216;38.15168
96;1.216596839;-0.033194295;0.567755379;1.684485175;3.376199504;-7.380946;-9.951198;41.214394
97;1.139798951;0.042803032;0.255375958;2.07577963;2.426858867;-52.563905;-18.048038;47.192903
98;1.26130019;0.005969587;0.399219958;1.96354987;3.223835898;-48.158286;-4.039036;47.66188
99;1.290477721;0.001247388;0.497628167;1.801472868;2.647532707;-45.115662;-29.110398;42.294913
100;1.511063507;0.047116645;0.385554736;2.124034399;2.066947485;-37.605127;-19.516919;39.320233
101;1.24998561;-0.022338626;0.58267377;1.80728108;3.129437677;-8.922008;-10.33769;45.792125
102;1.163493957;0.022286738;0.361871316;1.952039016;2.578160207;-47.9631;-26.15404;50.261578
103;1.304610795;0.02724411;0.458033573;2.170419194;2.879022138;-40.953382;-12.700867;48.402382
104;1.627737114;0.050664742;0.358207328;2.187900532;2.307439064;-33.995963;-19.269328;45.02135
105;1.222599332;0.001705959;0.576272338;1.93157631;3.24957432;-7.112887;-15.450385;49.089647
106;1.327871463;0.055737831;0.38951832;2.14720497;2.09596513;-42.058909;-22.780003;52.042361
107;1.302525867;0.02609203;0.517961542;2.011743612;3.262555453;-5.559297;-23.85053;50.781302
108;1.174110126;0.036187383;0.288561154;1.965923042;2.544093922;-40.659492;-33.92284;58.145948
109;1.274709088;0.029692756;0.386904494;2.208409356;3.01578125;-37.433249;-17.05548;56.606415
110;1.260639393;0.020769219;0.495639155;1.891100419;2.614220127;-8.894128;-37.879547;54.388609
111;1.347345856;0.025022671;0.391587453;1.803029079;2.54317503;-31.2146;-44.593749;58.257514
112;1.235094342;-0.006202886;0.502544881;1.840985588;3.435607495;-4.831432;-7.92125;59.724742
113;1.564177857;0.036183003;0.416733708;2.153781024;2.335191913;-32.453976;-27.842593;51.21804
114;1.265981389;0.04288911;0.374080429;1.903247887;2.412275898;-32.578277;-38.32405;58.038835
115;1.233291379;0.01917754;0.417624202;1.934733238;2.873183841;-29.929134;-12.354159;62.158835
116;1.221101607;0.021722688;0.445561701;2.011091508;3.15477378;-4.930146;-18.670174;59.316876
117;1.329721049;0.039035556;0.373986385;2.134486771;1.948340832;-32.683601;-31.025921;60.867767
118;1.37755464;0.023642958;0.36657884;2.245720956;3.017503842;-29.329643;-22.974982;62.287017
119;1.539941886;0.043946333;0.359896497;2.142925056;2.127329047;-25.067901;-28.96717;54.700901
120;1.227809687;0.036603123;0.401878086;2.074532674;2.902576664;-4.36729;-29.515014;59.717018
121;1.269387099;0.016333333;0.365401291;1.90169629;2.214935567;-26.297535;-37.914364;62.01666
122;1.197068199;0.032525838;0.409929153;1.853733332;2.409010044;-8.967745;-41.64029;62.368883
123;1.23926461;-0.00208466;0.426788224;1.677833056;2.567233672;-10.151693;-46.897097;65.14882
124;1.395259986;0.042937837;0.263546911;2.043041435;2.267474211;-28.369045;-33.11102;68.426244
125;1.353146335;-0.014330335;0.450628124;1.787085788;2.421951541;-24.920366;-42.924162;60.932014
126;1.177455305;0.006372142;0.373446264;1.930815639;2.881760081;-23.7004;-14.613407;66.593736
127;1.217669374;0.001412858;0.424557294;1.790064734;2.932549729;-19.489976;-8.792129;63.68579
128;1.153414464;-0.000609612;0.406939203;1.9163671;3.121071683;-5.999655;-13.86713;68.26366
129;1.299045855;0.029454108;0.346339085;2.186709275;2.769432523;-20.397699;-25.008789;64.222184
130;1.26373863;0.051626599;0.361321287;2.100581193;1.748376437;-19.027777;-31.644813;63.080092
131;1.246329082;-0.005323113;0.310501601;1.954259681;2.076534412;-20.861776;-34.881733;68.8093
132;1.234904931;0.012061299;0.408602528;1.774623116;2.281264043;-19.7998;-42.850842;64.473224
133;1.158216054;0.001082063;0.400539262;1.78554307;2.984505727;-14.639387;-9.630359;69.170106
134;1.031087219;0.008944518;0.327409848;1.909959158;2.732245463;-17.740386;-15.274756;68.739736
135;1.254408283;0.041797561;0.319195737;1.904149779;2.295788209;-8.98871;-41.07034;71.603387
136;1.217838851;0.019294503;0.348987546;2.148783641;2.976984193;-5.492211;-23.212602;71.030954
137;1.290860594;0.039942471;0.367066892;2.104340173;2.552775992;-3.59193;-35.518105;68.353706
138;1.126185055;0.009597138;0.328390257;1.973037938;2.890371743;-11.187813;-15.974596;72.01249
139;1.266105844;0.017222716;0.285761389;1.896819639;2.158695861;-14.900049;-37.551985;72.574158
140;1.262627427;0.037033059;0.344848873;2.176205979;2.674613103;-12.838694;-26.21306;69.435072
141;1.206370494;0.04483429;0.354979794;2.070783413;1.731098779;-11.016672;-34.375867;69.079446
142;1.368058692;-0.022548209;0.518807898;1.651884612;3.491748726;-45.793579;-50.400252;-16.095422
143;1.508408565;-0.00617352;0.510161595;1.661063834;3.220715682;-44.558954;-62.685134;-7.618694
144;1.395219555;-0.011866701;0.547980022;1.603718284;3.553102442;-53.415237;-58.588229;-5.713871
145;1.4485823;0.011952598;0.550365888;1.678528144;3.170108451;-45.59826;-65.846898;-0.356251
146;1.4056338;-0.003320953;0.541992397;1.64654504;3.338865521;-53.252303;-61.406604;3.617976
147;1.46818756;0.017768173;0.549693429;1.77976222;3.023418247;-46.723831;-64.295466;10.72724
148;1.407841819;0.006852531;0.552325348;1.645658422;3.060582572;-43.13183;-72.140714;23.124626
149;1.360123288;-0.001511587;0.402800955;1.641306275;3.284916569;-36.946743;-80.216918;30.529357
150;1.669492347;0.026297954;0.478306617;1.757922023;2.676347603;-28.11203;-72.846468;27.950428
151;1.419042834;0.01011114;0.514615403;1.711177404;2.921658633;-29.554884;-74.102012;36.820964
152;1.65952101;0.030930679;0.474161857;1.80108954;2.545780619;-23.611219;-70.055331;35.379677
153;1.597361342;0.013551921;0.502592141;1.756575149;2.835224711;-26.951922;-66.886939;39.300976
154;1.136854071;-0.007053848;0.427059504;1.695030025;3.095806672;-53.914673;-33.384774;42.154199
155;1.223944092;-0.00527899;0.493333084;1.738415439;2.919994225;-52.230453;-28.339936;38.79094
156;1.330392165;-0.000232999;0.477787681;1.74682604;2.85540754;-46.873722;-32.505969;41.099159
157;1.575447312;0.022656401;0.462585941;1.781669905;2.673734937;-24.948539;-64.162902;47.347074
158;1.440654004;0.012094851;0.472124445;1.783466433;2.545920887;-20.342049;-68.312955;47.316375
159;1.478641721;-0.010179148;0.441014582;1.771721203;2.793988418;-41.359262;-36.803914;42.721003
160;1.55314794;0.005285459;0.432976564;1.771021156;2.689388425;-36.618795;-43.215087;43.439994
161;1.454823478;0.024434782;0.346640432;1.749893158;2.711399595;-14.174486;-69.09442;52.953459
162;1.436538744;0.024616839;0.461657736;1.787202557;2.639438918;-32.550275;-48.553222;46.736453
163;1.454945152;0.025570124;0.458802038;1.843171866;2.594843108;-28.868742;-55.016573;49.592768
164;1.290014741;0.023823464;0.459527785;1.810891606;2.582446235;-39.221465;-35.859496;46.93273
165;1.300668374;0.012388564;0.405436121;1.833851207;2.57640303;-26.289359;-59.512992;52.784436
166;1.542386259;0.003193807;0.388971424;1.703698144;2.92673996;-8.404545;-65.735915;54.20358
167;1.310263693;0.006668494;0.432045065;1.794433853;2.644182355;-36.050072;-41.914331;51.288009
168;1.301143608;0.009685405;0.334868591;1.762838057;2.610495684;-20.669457;-63.784037;55.904056
169;1.171583129;0.013738652;0.358188828;1.801655676;2.623146211;-31.800748;-50.599029;54.302863
170;1.416564703;0.023906476;0.507396188;1.679908578;2.967090636;-7.305077;-59.08959;55.542987
171;1.241179545;0.020459881;0.315702234;1.816460124;2.509751253;-26.276982;-56.739241;57.107419
172;1.425690938;0.007825795;0.257773925;1.703044323;2.719621859;-14.689957;-62.693268;59.957686
173;1.431967165;0.026133356;0.43806724;1.660384631;2.686783307;-12.535737;-58.767088;60.002507
174;1.374448141;0.016426859;0.398437082;1.73776232;2.652546839;-21.678278;-57.701556;61.872086
175;1.243825577;0.027181172;0.230672973;1.753193325;2.662680166;-29.372644;-50.997654;61.256847
176;1.34125537;-0.003214915;0.386183037;1.65557859;2.804372403;-9.538624;-53.980821;63.832984
177;1.39463277;0.002120646;0.391288733;1.677548629;2.573668695;-17.73879;-54.801157;63.342873
178;1.332043715;0.003888131;0.382753579;1.699510397;2.557181515;-23.888725;-49.870857;63.912984
179;1.272241753;0.006077849;0.365845189;1.700142983;2.592563361;-15.164393;-48.799529;68.035659
180;1.288048702;0.005332824;0.487433891;1.928498343;2.845557553;-39.992717;-4.088612;49.996792
181;1.289195772;0.001713492;0.507475947;1.881742441;3.086335655;-33.900082;-0.834221;51.992728
182;1.39898811;-0.012377945;0.481026839;1.756632973;3.001348129;-24.869486;7.113276;53.204968
183;1.324864206;0.003161852;0.484362268;1.900872083;2.766450564;-31.988478;-7.946447;52.175252
184;1.390115097;-0.008969478;0.448637902;1.806031435;3.066505306;-25.670702;-3.149593;52.953282
185;1.227504088;-0.021170349;0.437586386;1.729342245;2.950564856;-21.057258;3.392319;59.055617
186;1.355792232;0.002055742;0.42320547;1.813033674;2.873702501;-23.599591;-9.826518;56.773797
187;1.301751641;-0.004313383;0.538328304;1.858889645;3.204534241;-48.187075;5.45009;27.061485
188;1.328035512;-5.81703E-06;0.517689737;1.892132819;2.982070495;-45.268282;1.80758;37.318252
189;1.624869283;0.013203841;0.47071696;1.802946972;2.889318545;-48.595889;-37.660297;22.784847
190;1.32717807;-0.006620156;0.599164215;1.70105109;3.114080248;-54.896666;-43.387566;24.201975
191;1.307313863;0.014750045;0.613830109;1.776291155;3.074659718;-53.013207;-32.215837;23.307491
192;1.237735981;-0.000211404;0.592222444;1.760835286;3.320904919;-59.132554;-28.245806;23.898507
193;1.264688219;-0.014262992;0.559723784;1.677465892;3.157943555;-56.964092;-39.516587;29.609641
194;1.26470995;0.017841687;0.56003947;1.761354367;3.191158707;-58.719796;-20.342068;28.955494
195;1.206422471;-0.003662439;0.472901448;1.732386455;3.254432533;-59.011644;-26.090244;32.121703
196;1.191924797;-0.013390039;0.489446384;1.684544664;3.297538849;-59.179822;-32.930537;34.015676
197;1.392864302;-0.001826444;0.583775053;1.729370168;3.128693602;-50.880874;-53.97513;9.743238
198;0.955264872;-0.049678577;0.677284922;1.678671905;3.979675399;-38.219549;0.702864;-11.75048
199;1.359507077;-0.031527974;0.525557935;1.793016768;3.141577804;-35.125933;28.906962;-0.861755
200;1.058505547;-0.069761053;0.817629657;1.701866443;4.044482001;-38.910058;2.754175;-0.715746
201;1.130235703;-0.050812559;0.698136427;1.759208717;3.499412194;-40.667448;-12.478927;-3.515109
202;1.348225596;-0.051356309;0.603891367;1.745949632;3.208310331;-33.55682;19.470044;7.564106
203;1.229904065;-0.051521305;0.737241673;1.693063185;3.344170273;-35.962315;1.598995;9.574562
204;1.275932863;-0.033927233;0.690962338;1.733625361;3.465554735;-39.139252;9.910806;7.502706
205;1.173595356;-0.043945806;0.699769362;1.779056824;3.654672046;-45.720683;11.845144;2.659024
206;1.393374638;-0.042744196;0.594763995;1.769756165;3.102411778;-40.441545;-3.727656;13.796902
207;1.229571813;-0.036655133;0.651743211;1.835774356;3.477707666;-50.55287;-0.626095;6.314203
208;1.215280919;-0.019127128;0.605273111;1.798961867;3.379973124;-52.0053;9.821376;6.074004
209;1.200373417;-0.011612645;0.554257126;1.851424175;3.273652578;-54.341942;5.946395;16.355187
210;1.211168497;-0.018063392;0.56053516;1.732541334;3.101281006;-30.295134;43.56035;24.515893
211;1.220497011;-0.020185884;0.549657767;1.708713078;3.125944139;-27.169521;37.684814;33.466837
212;1.148507238;-0.054444506;0.650151253;1.620792692;3.726519139;-7.25942;24.660099;30.817464
213;1.098887718;-0.061366332;0.638314928;1.593001547;3.553383491;-6.36901;13.681375;34.162991
214;1.111290643;-0.051431124;0.656331711;1.606455613;3.317776987;-2.412189;-1.305798;37.181354
215;1.228558606;-0.04311665;0.6090721;1.667715261;3.423010809;-7.644706;1.495194;41.678126
216;1.505002072;-0.025745215;0.552554477;1.678518402;3.058850466;-10.649905;-30.295882;40.272346
217;1.190958288;-0.028778539;0.627933495;1.711007564;3.62539394;-6.827135;12.338713;43.501889
218;1.393347818;-0.020482282;0.528786005;1.712125874;3.082571328;-10.448365;-20.253414;39.7945
219;1.643302124;0.011955567;0.498410222;1.683498087;2.828058084;-12.263553;-38.947927;44.923085
220;1.393928763;-0.004313264;0.545576229;1.765913353;2.711890283;-12.462062;-27.623561;43.117067
221;1.206114519;-0.006391911;0.567980038;1.765969742;3.41804027;-6.285707;0.140622;51.661386
222;1.492312504;0.005891972;0.517573791;1.716029087;2.78428318;-10.407532;-44.937495;51.869873
223;1.372750685;0.010577815;0.525378668;1.780602611;2.560213433;-12.03278;-35.804659;49.070844
224;1.374204453;0.00549197;0.518137424;1.688082256;3.015271514;-6.608992;-51.042414;57.883459
225;1.185809466;-0.011703339;0.474100935;1.730012276;3.447907701;-4.964474;2.874476;62.382139
226;1.403503417;0.001589779;0.457299358;1.706901002;2.425554678;-11.159759;-45.899252;57.813823
227;1.244553966;-0.016679512;0.395891347;1.69782398;3.127381251;-16.966206;0.129543;66.793599
228;1.188879919;0.001039335;0.41456929;1.738018263;3.180986894;-9.262436;-5.065741;68.265691
229;1.180342722;-0.058365124;0.581244828;1.698264362;4.184967351;-18.709309;11.637055;-20.944468
230;1.207289353;-0.057028754;0.598113301;1.57942316;3.302860253;-12.489043;21.008122;-20.311111
231;1.164266656;-0.057160116;0.531084562;1.772222026;4.041018587;-23.979565;13.018328;-20.761138
232;1.223077655;-0.047290747;0.569487022;1.61109447;2.810109979;-8.805111;37.99067;-22.528518
233;1.336407695;-0.036791461;0.47551781;1.691142779;3.246395902;-16.623954;40.905873;-20.785459
234;1.307367223;-0.021641401;0.522087108;1.747175917;3.535672002;-23.309994;28.579111;-17.150888
235;1.095355186;-0.062950927;0.631417478;1.521696919;3.449263302;-5.247776;15.819939;-19.714727
236;1.232156992;-0.053574475;0.647908643;1.604180182;3.544253889;-3.609183;36.206586;-22.201555
237;1.305390845;-0.038372633;0.480645065;1.610842674;3.527968234;-9.535824;53.404093;-20.804498
238;0.94380746;-0.075319807;0.745119063;1.036082455;3.683222095;-3.468061;12.902575;-10.851091
239;1.197529605;-0.022652958;0.425698895;1.643430056;3.606881305;-9.149891;63.319482;-11.42038
240;1.172669763;-0.024643604;0.523524446;1.68644223;3.297012262;-21.260464;60.213346;-6.384503
241;1.12990799;-0.074213993;0.483535948;1.534215109;4.277053544;-30.164012;-2.482821;-41.67149
242;1.134630562;-0.052136684;0.513023299;1.568631351;4.053079771;-43.196462;-3.10965;-40.33174
243;1.14291905;-0.07195075;0.533357033;1.47557182;4.085943836;-32.241948;8.317173;-40.516229
244;1.067554276;-0.069917563;0.478897774;1.600241484;3.933998123;-30.847967;-10.94043;-32.730465
245;1.216447243;-0.065905235;0.547408814;1.620675588;3.589972736;-39.136858;-13.389191;-30.858648
246;0.930290789;-0.08633334;0.43206159;1.388751601;4.783950465;-22.164289;2.001629;-35.232202
247;1.248992224;-0.044131994;0.51801369;1.644397748;3.717340007;-49.511409;-19.185705;-31.317573
248;0.850933572;-0.078225622;0.279012153;1.685727976;3.650970769;-19.687146;-9.310773;-29.935544
249;1.157124536;-0.073102841;0.544061235;1.612337184;3.824346115;-38.624347;-20.867607;-25.383326
250;0.976404677;-0.076976034;0.464638801;1.451846152;4.52527622;-28.323612;8.982237;-30.393031
251;1.325033487;-0.048494221;0.544826749;1.641607545;3.554500019;-43.13475;-28.666923;-21.806031
252;0.989531587;-0.049575587;0.212695552;1.845193645;3.049009044;-22.939948;-21.486326;-25.362766
253;1.218766765;-0.083502037;0.485009626;1.551743127;4.059114274;-42.953284;15.373588;-29.153771
254;1.11467704;-0.052805361;0.530753876;1.620155541;3.668962634;-33.3634;-25.033311;-23.36774
255;1.272467729;-0.035875106;0.536939868;1.620167708;3.66766426;-54.923817;-34.080465;-23.139595
256;0.941459666;-0.080797296;0.518432175;1.598300298;3.998160678;-38.154573;9.044485;-23.799798
257;0.957176363;-0.079269341;0.515188531;1.635256211;3.229673673;-45.29059;3.351402;-14.503999
258;1.178012077;-0.006367631;0.39902601;1.651827495;3.279321158;-56.791574;-41.134042;38.955118
259;1.254263452;-0.001145403;0.479543361;1.642897803;3.169881554;-51.256867;-49.772208;41.371166
260;1.341107823;0.014148617;0.410961396;1.731755864;2.833133556;-31.654674;-65.748389;43.5324
261;1.123565358;-0.005404271;0.353347044;1.653808513;3.209156219;-52.538604;-42.265782;45.740993
262;1.418920201;0.012809997;0.46686238;1.747307535;2.795466426;-36.1074;-58.347747;43.671744
263;1.341995328;0.014092313;0.497876622;1.682013014;3.054372413;-45.628006;-47.378246;47.74931
264;1.386988667;0.015218682;0.517371445;1.729906427;2.957738601;-40.644159;-52.478926;44.994675
